Station,Date,Depth (m),Time,Temp (°C),pH,Cond (µS/cm),D.O. (mg/L,D.O. (%),ORP
,,20.0,,19.9,7.43,577.1,1.55,20.1,320
,,25.0,,18.66,7.25,578.1,0,0,320
,,30.0,,17.6,7.18,583.4,0,0,279
,,32.0,,14.71,7.1,619,0,0,56
,,,,,,,,,
,9/5/2018,0.0,10:37,19.82,8.16,546.6,6.51,83.8,308
,,0.5,,19.82,8.16,546.5,6.51,83.9,307
,,1.0,,19.82,8.16,546.6,6.48,83.6,306
,,1.5,,19.82,8.16,547.2,6.41,82.7,305
,,2.0,,19.83,8.17,546.7,6.5,83.6,304
,,2.5,,19.83,8.17,546.5,6.43,83,304
,,3.0,,19.83,8.16,547.2,6.34,81.4,304
,,4.0,,19.81,8.17,547.3,6.29,81,303
,,5.0,,19.79,8.14,547.2,6.08,78.5,303
,,6.0,,19.76,8.13,547.1,6.1,78.8,303
,,7.0,,19.74,8.11,546.4,5.84,75.1,303
,,8.0,,19.73,8.1,545.9,5.77,74.1,302
,,9.0,,19.73,8.11,545.8,5.76,74,302
,,10.0,,19.71,8.1,546.1,5.74,73.8,301
,,11.0,,19.69,8.09,545.6,5.63,72.6,301
,,12.0,,19.67,8.08,545.7,5.51,70.6,301
,,13.0,,19.67,8.07,545.9,5.38,69.1,301
,,14.0,,19.67,8.07,545.8,5.36,69,301
,,15.0,,19.67,8.03,546.5,5.02,64.3,301
