Station,Date,Depth (m),Time,Temp (°C),pH,Cond (µS/cm),D.O. (mg/L,D.O. (%),ORP
,,2,,14.9,7.35,168,6.98,87.8,374
,,2.5,,14.9,7.29,168,6.96,87.7,375
,,3,,14.9,7.3,168,6.95,87.6,375
,,4,,14.9,7.31,168,6.91,86.9,376
,,5,,14.8,7.31,169,6.85,86,376
,,6,,14.7,7.33,166,6.96,87.3,376
,,7,,14.7,7.35,166,6.97,87.2,375
,,8,,14.6,7.35,166,6.96,87.2,375
,,9,,14.6,7.34,167,6.94,86.7,376
,,10,,14.5,7.33,166,6.9,86.2,376
,,11,,14.5,7.32,169,6.85,85.5,376
,,12,,14.3,7.3,179,6.62,82.2,377
,,13,,14,7.25,193,6.3,77.8,378
,,,,,,,,,
,7/15/2014,0,725,20.75,8.08,250.9,6.74,94.9,403
,,0.5,,20.75,8.06,250.7,6.7,94.1,406
,,1,,20.79,8.05,250.9,6.67,94,407
,,1.5,,20.78,8.04,250.5,6.67,94,408
,,2,,20.77,8.03,250.4,6.68,94,410
,,2.5,,20.78,8.03,250.4,6.68,94,410
,,3,,20.79,8.01,250.5,6.7,94.3,411
,,4,,20.75,8.02,249.6,6.7,94.3,412
,,5,,20.67,8.01,247.3,6.71,94.3,412
,,6,,20.65,7.99,247.5,6.67,93.7,413
,,7,,20.48,7.91,253.8,6.1,85.5,415
,,8,,19.12,7.67,256,4.55,61.9,420
,,9,,17.08,7.43,240.5,3.12,40.8,425
,,10,,15.86,7.4,227,3.83,48.7,425
,,11,,15.39,7.4,224.6,4.35,54.8,425
,,12,,15.33,7.39,223.5,4.39,55.2,426
,,13,,15.19,7.38,222.4,4.41,55.4,426
,,14,,14.85,7.37,224.6,4.43,55.2,427
,,15,,14.83,7.36,225.1,4.4,54.7,427
,,16,,14.8,7.36,225.2,4.36,54.1,428
,,,,,,,,,
,9/9/2014,0,910,17.3,8.35,311,8.04,106.5,361
,,0.5,,17.3,8.33,310,8.02,106.2,363
,,1,,17.3,8.33,311,7.99,105.9,363
,,1.5,,17.3,8.31,311,7.98,105.8,364
,,2,,17.3,8.3,310,7.93,105.1,365
,,2.5,,17.3,8.3,310,7.96,105.5,366
,,3,,17.3,8.3,310,7.98,105.6,366
,,4,,17.3,8.29,311,7.96,105.4,367
,,5,,17.3,8.29,309,7.96,105.5,367
,,6,,17.3,8.3,310,7.99,105.7,368
,,7,,17.3,8.31,310,7.85,104.6,368
,,8,,17.1,8.31,312,7.75,102.1,368
,,9,,16.9,8.3,312,7.58,99.5,369
,,10,,16.8,8.21,315,7,91.7,371
,,11,,16.6,8.15,317,6.54,85.6,373
,,12,,16.5,8.11,319,6.27,81.8,373
,,13,,16.4,8.03,321,5.72,74.4,374
,,14,,16.4,8.02,323,5.63,73.2,374
,,14.8,,16.3,8,322,5.51,71.5,374
,,,,,,,,,
,6/15/2015,0,1605,18.2,8.08,216,6.92,92.5,375
,,0.5,,18.1,7.93,216,6.86,91.6,381
,,1,,18.1,8.01,217,6.82,91,384
,,1.5,,18.1,8.01,216,6.85,91.4,387
,,2,,18.1,8.02,216,6.84,91.3,390
,,2.5,,17.9,8.01,217,6.79,90.3,392
,,3,,17.8,8,217,6.74,89.3,397
,,4,,17.7,8,218,6.73,89.1,398
,,5,,17.7,7.99,218,6.7,88.7,399
,,6,,17.7,7.98,218,6.68,88.4,401
,,7,,17.4,7.96,218,6.56,86.3,403
,,8,,16.5,7.89,220,6.27,81,407
,,9,,15.1,7.81,248,5.88,73.9,412
,,10,,14.2,7.79,271,5.88,72.1,414
,,11,,13.9,7.79,288,5.97,72.8,414
,,,,,,,,,
,7/21/2015,0,1425,18.94,7.98,315,6.9,94.1,563
,,0.5,,18.94,8.02,315,6.89,94.1,566
,,1,,18.92,8.04,315,6.89,94.1,568
,,1.5,,18.92,8.05,316,6.86,93.8,570
,,2,,18.91,8.06,316,6.86,93.8,571
,,2.5,,18.9,8.06,316,6.86,93.6,573
,,3,,18.9,8.07,316,6.85,93.5,574
,,4,,18.88,8.07,316,6.84,93.2,575
,,5,,18.8,8.05,315,6.74,91.5,576
,,6,,18.68,8,315,6.49,88.1,577
,,7,,18.65,8,315,6.44,87.5,578
,,8,,18.64,8,315,6.42,87.3,578
,,9,,18.64,7.99,316,6.41,86.8,579
,,10,,18.62,8,316,6.38,86.6,580
,,11,,18.59,8.01,315,6.46,87.8,581
,,12,,18.47,7.98,315,6.25,84.7,582
,,13,,18.29,7.89,320,5.78,78,583
,,14,,18.19,7.88,320,5.76,77.4,583
,,15,,18.01,7.85,321,5.59,74.9,583
,,,,,,,,,
,9/23/2015,0,1134,17.27,8.49,372,7.48,98.1,563
,,0.5,,16.91,8.5,372,7.4,96.4,565
,,1,,16.4,8.48,372,7.15,92.3,567
,,1.5,,16.26,8.48,372,7.11,91.3,569
,,2,,16.19,8.46,373,6.97,89.7,571
,,2.5,,16.17,8.45,373,6.89,88.1,572
,,3,,16.15,8.43,374,6.75,86.7,574
,,4,,16.09,8.39,374,6.56,84,575
,,5,,16.03,8.4,372,6.51,83.4,576
,,6,,16,8.39,372,6.43,82.2,578
,,7,,15.97,8.39,371,6.41,82.1,579
,,8,,15.97,8.38,372,6.39,81.8,580
,,9,,15.97,8.39,371,6.37,81.5,581
,,10,,15.96,8.38,372,6.32,80.8,583
,,11,,15.94,8.37,372,6.27,80,584
,,12,,15.92,8.36,372,6.12,77.9,584
,,,,,,,,,
,6/14/2016,0,740,16.11,7.67,182,6.45,83.2,480
,,0.5,,16.12,7.68,182,6.49,83.6,480
,,1,,16.12,7.67,182,6.44,83.1,480
,,1.5,,16.13,7.67,182,6.46,83.2,480
,,2,,16.13,7.67,182,6.45,83.1,480
,,2.5,,16.11,7.66,182,6.47,83.4,480
,,3,,16.13,7.65,182,6.46,83.4,480
,,4,,16.13,7.66,182,6.45,83,480
,,5,,16.13,7.66,182,6.46,83.2,480
,,6,,16.12,7.66,182,6.45,83.2,480
,,7,,16.14,7.66,182,6.44,83.2,480
,,8,,16.14,7.66,182,6.45,83.2,480
,,9,,16.13,7.66,182,6.46,83.3,480
,,10,,15.84,7.64,187,6.28,80.8,481
,,11,,12.72,7.67,281,6.59,79.2,486
,,12,,12.01,7.68,309,6.63,78,488
,,13,,11.32,7.72,346,6.65,77,489
,,14,,10.95,7.74,364,6.56,75.2,490
,,15,,10.65,7.75,378,6.46,73.6,491
,,19,,10.08,7.75,406,6.25,70.4,493
,,,,,,,,,
,7/18/2016,0,1606,18.03,7.87,267,6.25,83,507
,,0.5,,18.06,7.93,267,6.25,83.1,506
,,1,,18.1,7.95,267,6.29,83.5,506
,,1.5,,18.08,7.96,267,6.25,83.2,506
,,2,,18.09,7.97,267,6.29,83.6,506
,,2.5,,18.11,7.98,267,6.28,83.5,506
,,3,,18.09,7.98,267,6.26,83.3,506
,,4,,18.13,8,267,6.33,84.2,507
,,5,,18.15,7.99,267,6.29,83.8,507
,,6,,18.13,7.99,267,6.3,84.1,507
,,7,,18.16,8.01,267,6.3,84,508
,,8,,18.26,8.02,266,6.37,85.1,508
,,9,,18.29,8.02,266,6.39,85.3,509
,,10,,18.25,8.02,266,6.37,85.2,510
,,11,,17.89,7.94,268,6.02,79.4,510
,,12,,17.73,7.9,267,5.85,77.1,512
,,13,,17.63,7.87,267,5.72,76.2,512
,,14,,17.49,7.83,267,5.51,73.4,513
,,15,,17.31,7.8,269,5.36,70.6,515
,,,,,,,,,
,9/12/2016,0,16:25,16.81,8.07,337,7.03,91.8,408
,,0.5,,16.79,8.2,338,7.01,91.5,408
,,1,,16.78,8.25,338,7,91.4,408
,,1.5,,16.78,8.27,338,7,91.5,407
,,2,,16.78,8.29,338,7.01,91.4,407
,,2.5,,16.77,8.29,338,6.99,91.4,407
,,3,,16.78,8.3,337,6.98,91.1,407
,,4,,16.74,8.3,337,7,91.2,406
,,5,,16.74,8.3,337,6.98,91,406
,,6,,16.75,8.31,337,6.99,91.1,406
,,7,,16.72,8.31,337,6.92,90.2,410
,,8,,16.69,8.31,337,6.93,90.4,409
,,9,,16.7,8.31,337,6.92,90.3,409
,,10,,16.69,8.3,338,6.94,90.3,410
,,11,,16.69,8.31,337,6.94,90.4,410
,,12,,16.68,8.31,337,6.92,90.1,410
,,13,,16.69,8.31,337,6.91,90.1,410
,,14,,16.68,8.3,337,6.9,89.9,410
,,15,,16.66,8.3,337,6.87,89.5,411
,,18,,16.43,8.28,337,6.71,87,411
