"","StationID","CollDate","ChemUnits","ShortName_Revised","WaterbodyName","Latitude","Longitude","dec_coord_datum_cd","DrainageArea","ChemValue"
"107","06236100",2002-04-09,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,13.79030595
"108","06236100",2002-04-10,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,11.46832425
"109","06236100",2002-04-11,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,10.61881875
"110","06236100",2002-04-12,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,9.65604585
"111","06236100",2002-04-13,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,9.37287735
"112","06236100",2002-04-14,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,8.63663925
"113","06236100",2002-04-15,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,8.2685202
"114","06236100",2002-04-16,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,8.0419854
"115","06236100",2002-04-17,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,7.95703485
"116","06236100",2002-04-18,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,7.50396525
"117","06236100",2002-04-19,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,7.2491136
"118","06236100",2002-04-20,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,7.90040115
"119","06236100",2002-04-21,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,7.95703485
"120","06236100",2002-04-22,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,7.39069785
"121","06236100",2002-04-23,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,7.2491136
"122","06236100",2002-04-24,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,6.48455865
"123","06236100",2002-04-25,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,6.14475645
"124","06236100",2002-04-26,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,5.8332711
"125","06236100",2002-04-27,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,5.57841945
"126","06236100",2002-04-28,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,5.8332711
"127","06236100",2002-04-29,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,6.08812275
"128","06236100",2002-04-30,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,5.6067363
"129","06236100",2002-05-01,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,6.14475645
"130","06236100",2002-05-02,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,8.35347075
"131","06236100",2002-05-03,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,8.3251539
"132","06236100",2002-05-04,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,7.0792125
"133","06236100",2002-05-05,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,5.69168685
"134","06236100",2002-05-06,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,5.097033
"135","06236100",2002-05-07,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,4.72891395
"136","06236100",2002-05-08,"cms","Discharge","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY",43.1289722,-108.2248333,"NAD83",4390,4.33247805
